name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Taboola,Advertising|Content|Content Discovery|Curated Web|Video,"160,000,000",operating,USA,NY,New York City,New York,7,2007,01/11/07,04/06/15,,,2014
Udacity,EdTech|Education,"160,000,000",operating,USA,CA,SF Bay Area,Mountain View,4,2011,01/01/12,11/11/15,,,2014
Glassdoor,Career Management|Employment|Recruiting|Social Media,"161,500,000",operating,USA,CA,SF Bay Area,Mill Valley,6,2007,27/03/08,06/01/15,,,2014
Foursquare,Location Based Services|Mobile,"162,350,000",operating,USA,NY,New York City,New York,6,2009,04/09/09,04/02/14,,,2014
Pluralsight,EdTech|Education,"162,500,000",operating,USA,UT,UT - Other,Cedar Valley,2,2004,03/01/13,27/08/14,,,2014
Alarm.com,Internet of Things|Security,"163,000,000",ipo,USA,VA,"Washington, D.C.",Vienna,2,2000,17/02/09,24/07/12,,,2014
"Alteryx, Inc.",Analytics|Data Integration|Predictive Analytics,"163,000,000",operating,USA,CA,Anaheim,Irvine,4,2010,05/04/11,28/10/15,,,2014
Inverness Medical Innovations,Health Care|Health Diagnostics,"163,400,000",ipo,USA,MA,Boston,Waltham,2,2001,13/10/09,19/01/10,,,2014
Turn,Advertising|Software,"163,500,000",operating,USA,CA,SF Bay Area,Redwood City,8,2006,01/01/05,12/12/14,,,2014
Dollar Shave Club,E-Commerce|Retail,"163,500,000",operating,USA,CA,Los Angeles,Los Angeles,5,2011,06/03/12,19/11/15,,,2014
Seattle Genetics,Biotechnology|Health Care|Therapeutics,"164,000,000",ipo,USA,WA,Seattle,Bothell,2,1998,02/02/11,17/01/14,,,2014
OneSource Virtual,Enterprise Software,"165,000,000",operating,USA,TX,Dallas,Irving,2,1990,06/03/13,19/06/15,,,2014
NJOY,Hardware + Software|Health and Wellness,"165,000,000",operating,USA,AZ,Phoenix,Scottsdale,3,2006,09/04/12,28/02/14,,,2014
kaleo,Biotechnology,"165,000,000",operating,USA,VA,Richmond,Richmond,2,2010,29/05/12,07/04/14,,,2014
Symphony,Technology,"166,000,000",operating,USA,CA,SF Bay Area,Palo Alto,2,2014,01/10/14,12/10/15,,,2014
Quantenna Communications,Semiconductors|Wireless,"166,153,980",operating,USA,CA,SF Bay Area,Fremont,11,2006,31/05/06,17/12/14,,,2014
Zogenix,Biotechnology|Health Care,"167,062,156",ipo,USA,CA,San Diego,San Diego,6,2006,28/08/06,13/07/10,,,2014
Redfin,Real Estate,"167,820,000",operating,USA,WA,Seattle,Seattle,8,2004,01/09/05,18/12/14,,,2014
Coupa Software,Cloud Infrastructure|Enterprise Software|Procurement|SaaS,"169,000,000",operating,USA,CA,SF Bay Area,San Mateo,7,2006,13/03/07,01/06/15,,,2014
3D Systems,Software,"169,500,000",ipo,USA,SC,SC - Other,Rock Hill,3,1986,15/01/14,13/10/14,,,2014
Agenus,Biotechnology,"171,140,000",ipo,USA,MA,Boston,Lexington,5,1994,04/08/09,23/09/15,,,2014
CymaBay Therapeutics,Biotechnology,"171,505,694",ipo,USA,CA,SF Bay Area,Hayward,8,1991,29/08/03,14/08/15,,,2014
Celladon,Biotechnology,"172,013,496",ipo,USA,CA,San Diego,La Jolla,12,2000,07/12/05,18/11/15,,,2014
HeartFlow,Biotechnology|Health Diagnostics,"172,715,918",operating,USA,CA,SF Bay Area,Redwood City,5,2007,19/04/10,13/02/15,,,2014
RockYou,Facebook Applications|Games|Messaging|Mobile|Online Gaming|Online Video Advertising|Web Tools,"172,725,336",operating,USA,CA,SF Bay Area,San Francisco,12,2005,01/05/06,02/03/15,,,2014
Apigee,Cloud Data Services|Enterprise Software,"173,000,000",ipo,USA,CA,SF Bay Area,Palo Alto,7,2004,01/04/05,29/04/14,,,2014
Acquia,Content|Enterprise Software|Social Media|Software|Web CMS,"173,500,000",operating,USA,MA,Boston,Burlington,8,2007,01/12/07,28/09/15,,,2014
Ignyta,Biotechnology|Health Care,"173,500,000",ipo,USA,CA,San Diego,San Diego,7,2011,31/12/12,16/11/15,,,2014
MapR Technologies,Analytics|Big Data|Big Data Analytics|Cloud Computing|Enterprises|Open Source|Software,"173,999,994",operating,USA,CA,SF Bay Area,San Jose,5,2009,22/07/09,30/06/14,,,2014
Trevena,Biotechnology,"174,000,000",ipo,USA,PA,Philadelphia,King Of Prussia,5,2007,01/03/08,05/11/14,,,2014
IRI Group Holdings,Business Intelligence|Finance|Investment Management,"174,465,605",operating,USA,NY,New York City,New York,2,2011,28/04/11,13/07/15,,,2014
Sovran Self Storage,Real Estate,"175,000,000",ipo,USA,NY,Buffalo,Buffalo,1,1982,08/04/14,08/04/14,,,2014
FleetCor Technologies,Business Services|Finance|FinTech,"175,000,000",ipo,USA,GA,Atlanta,Norcross,2,2000,07/07/05,08/04/09,,,2014
Workday,Colleges|Enterprise Software|Finance|FinTech|Human Resources|SaaS|Technology|Web Development,"175,000,000",ipo,USA,CA,SF Bay Area,Pleasanton,3,2005,01/01/05,24/10/11,,,2014
Blue Jeans Network,Chat|Collaboration|Enterprise Software|SaaS|Software|Video Conferencing,"175,000,000",operating,USA,CA,SF Bay Area,Mountain View,5,2009,01/11/09,23/09/15,,,2014
TerraForm Energy,Renewable Energies|Solar,"175,000,000",ipo,USA,MD,"Washington, D.C.",Bethesda,1,2014,13/05/15,13/05/15,,,2014
DigitalOcean,Cloud Computing|Finance|Networking|Virtualization|Web Hosting,"175,205,800",operating,USA,NY,New York City,New York,6,2011,17/05/12,08/07/15,,,2014
Amgen,Biotechnology,"175,463,420",ipo,USA,CA,Los Angeles,Thousand Oaks,1,1985,12/03/12,12/03/12,,,2014
Purch,Advertising|Digital Media|Media|Publishing,"175,500,000",operating,USA,UT,Salt Lake City,Ogden,4,2003,01/07/08,02/06/15,,,2014
MarkLogic,Content|Enterprise Search|Enterprise Software|Web Development,"175,563,361",operating,USA,CA,SF Bay Area,San Carlos,7,2003,01/01/02,11/05/15,,,2014
Mascoma,Clean Technology,"175,800,000",operating,USA,MA,Boston,Boston,5,2005,12/11/06,19/08/11,,,2014
Rigel Pharmaceuticals,Biotechnology,"176,000,000",ipo,USA,CA,SF Bay Area,South San Francisco,2,1996,27/06/03,27/05/11,,,2014
Adaptive Insights,Analytics|Business Analytics|Cloud Data Services|Software,"176,275,000",operating,USA,CA,SF Bay Area,Palo Alto,7,2003,01/09/03,30/06/15,,,2014
Regado Biosciences,Biotechnology|Health Care,"177,000,000",ipo,USA,NC,Raleigh,Durham,5,2001,27/03/07,31/01/14,,,2014
Bit9,Security,"177,683,533",operating,USA,MA,Boston,Waltham,9,2003,20/09/05,14/10/15,,,2014
LifeLock,Security|Technology,"177,850,000",ipo,USA,AZ,Phoenix,Tempe,5,2005,15/11/06,14/03/12,,,2014
Mu Sigma,Analytics,"178,000,000",operating,USA,IL,Chicago,Northbrook,3,2004,06/06/11,05/02/13,,,2014
SmartDrive Systems,Analytics,"178,149,887",operating,USA,CA,San Diego,San Diego,6,2004,23/01/07,30/03/15,,,2014
Dataminr,Analytics,"179,566,000",operating,USA,NY,New York City,New York,6,2009,17/08/10,30/09/15,,,2014
Light Sciences Oncology,Biotechnology|Health and Wellness|Health Care,"179,961,674",operating,USA,WA,Seattle,Bellevue,8,1994,11/10/05,23/12/13,,,2014
Docker,Development Platforms|Open Source|Software,"180,000,000",operating,USA,CA,SF Bay Area,San Francisco,5,2010,15/03/11,09/11/15,,,2014
Gogoro,Energy,"180,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2011,01/01/11,17/11/15,,,2014
aTyr Pharma,Biotechnology,"180,500,000",ipo,USA,CA,San Diego,San Diego,6,2005,18/04/07,31/03/15,,,2014
Castlight Health,Health and Wellness|Technology,"180,999,999",ipo,USA,CA,SF Bay Area,San Francisco,5,2008,01/04/08,01/05/12,,,2014
Infinity Pharmaceuticals,Biotechnology,"181,040,191",ipo,USA,MA,Boston,Cambridge,4,2001,08/01/04,15/10/12,,,2014
Myer,E-Commerce,"181,592,251",operating,USA,FL,Florida's Space Coast,Melbourne Beach,1,1978,06/01/10,06/01/10,,,2014
SolarReserve,Clean Technology,"182,000,000",operating,USA,CA,Los Angeles,Santa Monica,3,2007,16/09/08,24/10/11,,,2014
Selecta Biosciences,Biotechnology,"182,042,306",operating,USA,MA,Boston,Watertown,11,2008,25/02/09,08/09/15,,,2014
CloudFlare,Enterprise Software|Security,"182,050,000",operating,USA,CA,SF Bay Area,San Francisco,4,2009,25/11/09,22/09/15,,,2014
Angie's List,Advertising|Curated Web|Local|Reviews and Recommendations|Services,"182,600,000",ipo,USA,IN,Indianapolis,Indianapolis,9,1995,01/06/06,20/10/11,,,2014
BlueSnap,E-Commerce|Payments,"183,000,000",operating,USA,MA,Boston,Waltham,3,2002,07/07/08,04/11/14,,,2014
Element Power,Clean Technology,"183,000,000",operating,USA,OR,"Portland, Oregon",Portland,1,2008,01/02/12,01/02/12,,,2014
Impossible Foods,Hospitality,"183,000,000",operating,USA,CA,SF Bay Area,Redwood City,2,2011,14/10/14,06/10/15,,,2014
Planet Labs,Aerospace|Geospatial,"183,100,000",operating,USA,CA,SF Bay Area,San Francisco,5,2010,25/06/13,14/04/15,,,2014
Sequenom,Biotechnology|Health Diagnostics,"183,117,265",ipo,USA,CA,San Diego,San Diego,3,1994,29/12/09,24/09/12,,,2014
Auris Surgical Robotics,Biotechnology,"184,052,388",operating,USA,CA,SF Bay Area,Redwood City,3,2007,04/06/09,23/09/15,,,2014
Trion Worlds,Games,"185,000,000",operating,USA,CA,SF Bay Area,Redwood City,3,2006,09/07/07,19/01/12,,,2014
Apttus,CRM|SaaS|Software,"186,000,000",operating,USA,CA,SF Bay Area,San Mateo,3,2006,17/09/13,01/09/15,,,2014
LanzaTech,Clean Technology,"186,300,000",operating,USA,IL,Chicago,Skokie,4,2005,25/04/07,08/12/14,,,2014
FinancialForce.com,Accounting|Cloud Computing|Enterprise Resource Planning|Software,"186,300,000",operating,USA,CA,SF Bay Area,San Francisco,6,2009,01/10/09,26/03/15,,,2014
Violin Memory,Semiconductors|Storage|Technology,"187,884,937",ipo,USA,CA,SF Bay Area,Santa Clara,7,2005,03/06/09,14/02/13,,,2014
DataStax,Big Data|Databases,"189,700,000",operating,USA,CA,SF Bay Area,Santa Clara,6,2010,23/04/10,04/09/14,,,2014
Joule Unlimited,Clean Technology,"190,000,000",operating,USA,MA,Boston,Bedford,4,2007,27/04/10,11/05/15,,,2014
Aquantia,Semiconductors,"190,624,633",operating,USA,CA,SF Bay Area,Milpitas,8,2004,27/09/05,10/04/15,,,2014
Patient-Centered Outcomes Research Institute,Health Care,"191,000,000",operating,USA,DC,"Washington, D.C.",Washington,1,2010,22/12/13,22/12/13,,,2014
Drillinginfo,Analytics|Business Information Systems|Oil and Gas,"191,577,006",operating,USA,TX,Austin,Austin,3,1999,05/03/12,13/03/15,,,2014
eSolar,Clean Technology|Green,"192,000,000",operating,USA,CA,Los Angeles,Pasadena,3,2007,21/04/08,17/09/13,,,2014
Syndax Pharmaceuticals,Biotechnology,"192,243,015",ipo,USA,MA,Boston,Waltham,8,2005,03/04/07,24/08/15,,,2014
Pivot3,Hardware + Software,"192,437,500",operating,USA,TX,Houston,Spring,13,2003,03/02/05,24/02/15,,,2014
Blue Apron,Cooking|Delivery|E-Commerce|Hospitality,"193,000,000",operating,USA,NY,New York City,New York,4,2012,19/02/13,09/06/15,,,2014
NeoPhotonics,Semiconductors|Web Hosting,"194,673,840",ipo,USA,CA,SF Bay Area,San Jose,6,1997,18/03/04,07/05/12,,,2014
Zeta Interactive,Advertising,"195,000,000",operating,USA,NY,New York City,New York,2,2007,27/06/12,15/07/15,,,2014
OneRoof Energy,Clean Technology,"195,249,815",ipo,USA,CA,San Diego,San Diego,10,2009,22/09/11,12/05/15,,,2014
Invitae,Biotechnology,"195,502,111",ipo,USA,CA,SF Bay Area,San Francisco,5,2012,15/09/10,13/10/14,,,2014
OncoMed Pharmaceuticals,Biotechnology|Health Care,"196,249,996",ipo,USA,CA,SF Bay Area,Redwood City,3,2004,04/11/08,06/12/13,,,2014
Blu Homes,Real Estate,"197,500,000",operating,USA,CA,SF Bay Area,Vallejo,5,2008,05/05/11,14/01/15,,,2014
Anacor Pharmaceutical,Biotechnology|Health Care,"198,500,000",ipo,USA,CA,SF Bay Area,Palo Alto,8,2000,01/11/02,12/06/13,,,2014
Renewable Energy Group,Chemicals|Clean Technology,"198,730,677",ipo,USA,IA,Des Moines,Ames,1,1996,27/06/08,27/06/08,,,2014
SilkRoad Technology,Career Management|Human Resources|Recruiting|Software,"199,500,000",operating,USA,IL,Chicago,Chicago,8,2003,01/01/03,19/05/15,,,2014
Eventbrite,Event Management|Events|Online Reservations|Ticketing,"199,575,000",operating,USA,CA,SF Bay Area,San Francisco,10,2006,01/11/06,13/03/14,,,2014
Humacyte,Biotechnology,"199,762,373",operating,USA,NC,Raleigh,Morrisville,2,2004,16/01/15,20/10/15,,,2014
EDF Renewable Energy,Clean Technology,"200,000,000",operating,USA,CA,San Diego,San Diego,1,1987,10/01/13,10/01/13,,,2014
Crocs,Shoes,"200,000,000",ipo,USA,CO,CO - Other,Niwot,1,2002,31/12/13,31/12/13,,,2014
Cardinal Midstream,Clean Technology,"200,000,000",operating,USA,TX,Dallas,Dallas,1,2008,14/05/13,14/05/13,,,2014
HighTower Advisors,Finance,"200,000,000",operating,USA,IL,Chicago,Chicago,2,2008,13/01/10,15/07/14,,,2014
Blue Origin,Aerospace|Defense|Solar,"200,000,000",operating,USA,WA,Seattle,Kent,1,2011,15/09/15,15/09/15,,,2014
SEMYOU,Cloud Computing|Enterprise Software|SaaS|Software,"200,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,2011,28/09/15,28/09/15,,,2014
Ion Healthcare,Biotechnology,"200,249,935",operating,USA,VA,Richmond,Richmond,2,2005,09/12/04,24/04/09,,,2014
InsideSales.com,Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation,"201,200,024",operating,USA,UT,Salt Lake City,Provo,4,2004,10/08/12,18/03/15,,,2014
"SevOne, Inc.",Networking|Software,"202,000,000",operating,USA,DE,"Wilmington, Delaware",Wilmington,3,2005,04/09/07,23/09/15,,,2014
StreetShares,Financial Services|FinTech|Marketplaces|Peer-to-Peer,"203,650,000",operating,USA,VA,"Washington, D.C.",Reston,3,2014,02/05/14,11/03/15,,,2014
ServiceMax,Enterprise Software,"204,000,000",operating,USA,CA,SF Bay Area,Pleasanton,6,2007,04/11/08,26/08/15,,,2014
Extreme Reach,Advertising,"204,632,382",operating,USA,MA,Boston,Needham,9,2007,23/01/09,15/06/15,,,2014
Growlife,Farming|Logistics|Manufacturing|Service Providers|Supply Chain Management,"204,892,075",ipo,USA,WA,Seattle,Seattle,15,1987,26/01/11,30/10/15,,,2014
Jasper,Cloud Computing|Internet of Things|M2M|Mobile|SaaS,"205,300,000",operating,USA,CA,SF Bay Area,Santa Clara,6,2004,01/06/05,16/04/14,,,2014
CVRx,Biotechnology,"205,600,000",operating,USA,MN,Minneapolis,Minneapolis,5,2001,10/05/07,22/09/14,,,2014
Vital Therapies,Biotechnology|Health Care,"205,868,476",ipo,USA,CA,San Diego,San Diego,8,2003,10/10/07,07/03/14,,,2014
OPKO Health,Biotechnology|Health Diagnostics,"206,000,000",ipo,USA,FL,Miami,Miami,2,2005,03/06/09,15/02/13,,,2014
Alimera Sciences,Biotechnology|Health Care|Medical|Pharmaceuticals,"206,050,000",ipo,USA,GA,Atlanta,Alpharetta,7,2003,09/07/04,24/04/14,,,2014
Genocea Biosciences,Biotechnology,"206,525,461",ipo,USA,MA,Boston,Cambridge,8,2006,01/12/09,17/03/15,,,2014
Proterra,Public Transportation,"207,210,700",operating,USA,SC,Greenville - Spartanburg,Greenville,8,2004,09/06/10,30/06/15,,,2014
MediaMath,Advertising|Internet|Technology,"207,500,000",operating,USA,NY,New York City,New York,6,2007,05/03/08,03/06/14,,,2014
Actifio,Enterprise Software|Information Services|Information Technology,"207,500,000",operating,USA,MA,Boston,Waltham,6,2009,25/09/09,23/03/14,,,2014
Quanta Services,Construction,"207,900,000",ipo,USA,TX,Houston,Houston,2,1997,16/10/02,24/12/02,,,2014
AVEO Pharmaceuticals,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,"208,949,997",ipo,USA,MA,Boston,Cambridge,6,2012,01/10/03,31/05/11,,,2014
Oversee.net,Advertising|Lead Generation,"210,000,000",operating,USA,CA,Los Angeles,Los Angeles,2,2000,01/01/07,01/01/08,,,2014
Editas Medicine,Biotechnology|Health Care,"210,000,000",operating,USA,MA,Boston,Cambridge,3,2013,25/11/13,10/08/15,,,2014
Nextdoor,Communities|Privacy|Social Media,"210,200,000",operating,USA,CA,SF Bay Area,San Francisco,4,2010,24/07/12,03/03/15,,,2014
Flipboard,News,"210,500,000",operating,USA,CA,SF Bay Area,Palo Alto,5,2010,20/07/10,23/07/15,,,2014
OPE GEDC Holdings,Health and Wellness,"211,459,196",operating,USA,NY,New York City,New York,1,2011,26/10/11,26/10/11,,,2014
Isis Pharmaceuticals,Biotechnology,"212,250,000",ipo,USA,CA,San Diego,Carlsbad,2,1989,27/08/12,02/07/14,,,2014
GCT Semiconductor,Semiconductors,"212,528,399",operating,USA,CA,SF Bay Area,San Jose,8,2000,01/10/99,11/09/14,,,2014
Radius Health,Biotechnology,"212,900,000",ipo,USA,MA,Boston,Cambridge,6,2003,02/04/07,25/04/13,,,2014
Houzz,Curated Web|Design|Home Renovation,"213,600,000",operating,USA,CA,SF Bay Area,Palo Alto,4,2009,11/11/10,01/10/14,,,2014
New Relic,Analytics|Application Performance Monitoring|Cloud Computing|SaaS|Software,"214,500,000",ipo,USA,CA,SF Bay Area,San Francisco,6,2008,01/04/08,28/04/14,,,2014
OpenPeak,Hardware + Software,"216,973,367",operating,USA,FL,Palm Beaches,Boca Raton,7,2002,14/11/07,21/01/15,,,2014
SolarWinds,Software,"217,500,000",ipo,USA,TX,Austin,Austin,3,1999,01/12/05,05/02/10,,,2014
ConforMIS,Biotechnology|Health Care,"219,100,000",ipo,USA,MA,Boston,Burlington,3,2004,10/08/09,02/08/13,,,2014
BlackLine,Enterprise Software|SaaS,"220,000,000",operating,USA,CA,Los Angeles,Woodland Hills,1,2001,16/08/13,16/08/13,,,2014
Qualtrics,Software,"220,000,000",operating,USA,UT,Salt Lake City,Provo,2,2002,15/05/12,24/09/14,,,2014
Stion,Clean Technology,"220,000,000",operating,USA,CA,SF Bay Area,San Jose,4,2006,27/06/07,12/12/12,,,2014
Gett,Consumer Internet|Marketplaces|Mobile|Mobile Payments|Transportation|Travel,"220,000,000",operating,USA,NY,New York City,New York,6,2010,07/02/10,29/04/15,,,2014
Mirantis,Cloud Computing|Enterprise Software|Infrastructure|Open Source,"220,000,000",operating,USA,CA,SF Bay Area,Mountain View,4,2011,10/01/13,24/08/15,,,2014
Maplebear,Education,"220,164,327",operating,USA,CA,SF Bay Area,San Francisco,1,2011,10/07/15,10/07/15,,,2014
Arena Pharmaceuticals,Biotechnology,"220,260,000",ipo,USA,CA,San Diego,San Diego,3,1977,17/06/09,11/01/12,,,2014
Transphorm,Clean Technology,"221,200,001",operating,USA,CA,Santa Barbara,Goleta,9,2007,05/05/10,22/06/15,,,2014
Visto,Mobile,"221,400,000",operating,USA,CA,SF Bay Area,Sunnyvale,6,1996,23/06/03,01/01/11,,,2014
Honest Co.,E-Commerce,"222,000,000",operating,USA,CA,Los Angeles,Santa Monica,4,2011,23/03/12,14/08/15,,,2014
ZocDoc,Dental|Doctors|Health and Wellness|Health Care,"223,000,000",operating,USA,NY,New York City,New York,4,2007,18/08/08,20/08/15,,,2014
Avalara,Accounting|Enterprise Application|Software,"223,625,355",operating,USA,WA,Seattle,Bainbridge Island,7,2004,27/05/10,20/01/15,,,2014
Solexel,Clean Technology,"223,920,614",operating,USA,CA,SF Bay Area,Milpitas,7,2005,01/04/12,16/08/15,,,2014
moksha8 Pharmaceuticals,Biotechnology,"224,071,696",operating,USA,PA,Philadelphia,Wayne,5,2007,02/06/08,22/10/12,,,2014
Ligand Pharmaceuticals,Biotechnology,"225,000,000",ipo,USA,CA,San Diego,San Diego,1,1987,14/08/14,14/08/14,,,2014
AvidXchange,Payments|SaaS|Software,"225,000,000",operating,USA,NC,Charlotte,Charlotte,1,2000,14/09/15,14/09/15,,,2014
"Lestis Wind, Hydro & Solar",Clean Technology,"225,000,000",operating,USA,TX,Dallas,Fort Worth,2,2009,01/09/09,02/11/09,,,2014
One Kings Lane,E-Commerce|Furniture|Home & Garden,"225,000,000",operating,USA,CA,SF Bay Area,San Francisco,6,2009,06/12/09,01/08/14,,,2014
Dicerna Pharmaceuticals,Biotechnology|Health Care,"225,450,628",ipo,USA,MA,Boston,Watertown,5,2007,15/07/08,31/07/13,,,2014
ATI Physical Therapy,Health and Wellness,"225,828,977",operating,USA,IL,Chicago,Bolingbrook,2,1996,25/03/10,01/03/13,,,2014
23andMe,Biotechnology|Search,"227,049,900",operating,USA,CA,SF Bay Area,Mountain View,8,2006,02/11/05,03/07/15,,,2014
Coda Automotive,Clean Technology,"229,000,000",operating,USA,CA,Los Angeles,Los Angeles,5,2009,28/07/09,20/09/11,,,2014
RagingWire,Data Centers|Enterprise Software|Geospatial,"230,000,000",operating,USA,CA,Sacramento,Sacramento,1,2000,18/09/13,18/09/13,,,2014
Okta,Enterprise Software,"230,000,000",operating,USA,CA,SF Bay Area,San Francisco,8,2009,02/09/09,08/09/15,,,2014
Suniva,Clean Technology|Energy Efficiency|Green,"230,900,000",operating,USA,GA,Atlanta,Norcross,6,2006,24/09/07,15/12/13,,,2014
Twilio,Enterprise Software,"233,700,000",operating,USA,CA,SF Bay Area,San Francisco,6,2008,01/01/09,29/07/15,,,2014
Freedom Financial Network,Finance Technology|FinTech|Local Businesses,"235,000,000",operating,USA,CA,SF Bay Area,San Mateo,2,2002,11/12/13,05/05/14,,,2014
Hotchalk,EdTech|Education,"235,000,000",operating,USA,CA,SF Bay Area,Campbell,2,2004,28/01/08,06/11/15,,,2014
Soft Machines,Semiconductors,"235,687,795",operating,USA,CA,SF Bay Area,Santa Clara,6,2006,05/08/09,20/01/15,,,2014
Vubiquity,Digital Media|Games|Television|Video on Demand,"237,179,999",operating,USA,VA,"Washington, D.C.",Reston,4,2009,01/05/07,21/05/12,,,2014
Renewable Energy Trust Capital,Banking,"239,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2011,14/07/15,14/07/15,,,2014
Markley Group,Data Centers,"240,000,000",operating,USA,MA,Boston,Boston,1,2004,23/04/15,23/04/15,,,2014
Cree,Hardware + Software,"241,039,698",ipo,USA,NC,Raleigh,Durham,2,1987,16/08/11,13/12/13,,,2014
Zuora,Billing|SaaS|Software,"242,500,000",operating,USA,CA,SF Bay Area,Foster City,6,2007,13/03/08,11/03/15,,,2014
Solarflare Communications,Enterprise Software,"242,948,825",operating,USA,CA,Anaheim,Irvine,19,2005,28/02/05,05/01/15,,,2014
Kabam,Games|Networking|Social Games|Social Media|Web Development,"244,500,000",operating,USA,CA,SF Bay Area,San Francisco,6,2006,01/09/07,31/07/14,,,2014
Harvest Power,Clean Technology,"244,514,000",operating,USA,MA,Boston,Waltham,12,2008,24/12/09,23/11/15,,,2014
Mode Media (fka Glam Media),Content Creators|Curated Web|Fashion|Lifestyle|Media|Social Network Media|Video Streaming,"244,600,000",operating,USA,CA,SF Bay Area,Brisbane,11,2003,01/07/04,21/05/15,,,2014
Lexicon Pharmaceuticals,Biotechnology,"244,702,780",ipo,USA,TX,Houston,Houston,4,1995,15/03/10,12/12/14,,,2014
Cadence Bancorp,Banking,"245,000,000",operating,USA,TX,Houston,Houston,1,2009,09/07/14,09/07/14,,,2014
Sungevity,Clean Technology,"245,500,000",operating,USA,CA,SF Bay Area,Oakland,8,2008,12/12/07,25/07/15,,,2014
Esperion Therapeutics,Biotechnology|Health and Wellness|Health Care|Medical|Pharmaceuticals,"245,650,000",ipo,USA,MI,Detroit,Plymouth,3,2008,01/05/08,24/03/15,,,2014
AppDirect,Apps|Enterprise Software|IaaS|PaaS|SaaS,"245,750,000",operating,USA,CA,SF Bay Area,San Francisco,6,2009,28/04/11,07/10/15,,,2014
EndoGastric Solutions,Health Care,"247,545,839",operating,USA,CA,SF Bay Area,San Mateo,17,2002,04/06/03,01/12/15,,,2014
SquareTrade,Hardware + Software|Insurance,"247,700,000",operating,USA,CA,SF Bay Area,San Francisco,4,1999,01/10/99,24/01/12,,,2014
Adknowledge,Advertising|Apps|Content Discovery|Facebook Applications|Mobile|Mobile Games|Sales and Marketing|Social Media|Twitter Applications|Video,"248,000,000",operating,USA,MO,Kansas City,Kansas City,2,2004,01/03/06,12/01/11,,,2014
Hortonworks,Big Data|Enterprise Software|Search|Software,"248,000,000",ipo,USA,CA,SF Bay Area,Santa Clara,5,2011,01/06/11,24/07/14,,,2014
Portola Pharmaceuticals,Biotechnology,"249,099,998",ipo,USA,CA,SF Bay Area,South San Francisco,5,2003,10/12/03,07/12/11,,,2014
Coherus Biosciences,Biotechnology,"249,271,980",ipo,USA,CA,SF Bay Area,Redwood City,4,2010,14/01/13,01/04/15,,,2014
P2 Energy Solutions,Software,"250,000,000",operating,USA,CO,Denver,Denver,2,1979,17/06/08,07/10/13,,,2014
Red Ventures,Advertising|Internet Marketing|Sales and Marketing|Search Marketing|SEO|Technology|Web Development,"250,000,000",operating,USA,SC,SC - Other,Fort Mill,3,2000,12/08/10,07/01/15,,,2014
Liquidnet,Intellectual Asset Management|Investment Management|Marketplaces|Trading,"250,000,000",operating,USA,NY,New York City,New York,1,2001,18/02/05,18/02/05,,,2014
Campaign Monitor,Software,"250,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2004,16/04/14,16/04/14,,,2014
Relativity Media,Games,"250,000,000",operating,USA,KY,KY - Other,California,2,2004,25/01/12,06/04/15,,,2014
Biz2Credit,Finance,"250,000,000",operating,USA,NY,New York City,New York,1,2007,29/12/14,29/12/14,,,2014
Oportun,Consumer Lending|Financial Services,"250,300,000",operating,USA,CA,SF Bay Area,Menlo Park,9,2005,01/01/06,11/02/15,,,2014
TESARO,Biotechnology|Health Care,"252,000,000",ipo,USA,MA,Boston,Waltham,3,2010,28/05/10,06/03/13,,,2014
Chegg,Consumers|Education|Online Rental|Textbooks,"252,303,692",ipo,USA,CA,SF Bay Area,Santa Clara,10,2007,01/01/07,01/04/12,,,2014
HelioVolt,Clean Technology,"253,000,000",operating,USA,TX,Austin,Austin,6,2001,01/06/05,03/08/13,,,2014
Aerie Pharmaceuticals,Biotechnology,"253,614,965",ipo,USA,NJ,Newark,Bedminster,5,2005,01/09/10,09/09/14,,,2014
JustFab,E-Commerce|Fashion|Lifestyle|Online Shopping|Retail|Shoes,"254,000,000",operating,USA,CA,Los Angeles,El Segundo,6,2010,21/09/11,28/08/14,,,2014
Medallia,Big Data|Customer Service|Enterprise Software|Human Resources|Loyalty Programs|Software|Text Analytics,"255,000,000",operating,USA,CA,SF Bay Area,Palo Alto,4,2001,27/09/12,21/07/15,,,2014
Acacia Research,Business Services|Intellectual Asset Management|Licensing,"255,100,000",ipo,USA,CA,Anaheim,Newport Beach,3,1993,22/11/99,21/02/12,,,2014
Pacific Biosciences,Biotechnology,"255,220,000",ipo,USA,CA,SF Bay Area,Menlo Park,5,2004,31/08/05,11/02/13,,,2014
Chimerix,Biotechnology|Health Care,"256,400,000",ipo,USA,NC,Raleigh,Durham,7,2002,08/09/03,07/11/14,,,2014
Inspiration Biopharmaceuticals,Biotechnology,"258,625,546",operating,USA,CA,"Orange County, California",Laguna Niguel,2,2004,23/07/09,29/03/11,,,2014
